title,text,rating,timestamp,item_title,category,label,images
Another retelling of X-men history,Kind of expensive for really just two issues plus a widely used reprint of X-men #268. The entire Grand Design arc by Ed Piskor doesn't add anything new nor does it move any X-men stories forward. No additional character development and no retcon of anything. It is literally a summary of X-men history from after the Dark Phoenix Saga to the end of the X-Tinction Agenda. Don't waste your money on this. Buy the cheapest available copy or borrow it from the library.,3,29/08/2022 19:19,X-MEN: GRAND DESIGN - X-TINCTION,Books,OR,
Thoughtful writing,Chesterton is insightful philosophical and spiritual,5,14/07/2022 16:47,"The Secret of Father Brown, Large-Print Edition",Books,OR,
She’s great,Anything she writes is great.  You can’t put it down,5,22/01/2023 02:45,Leopard's Scar (A Leopard Novel),Books,OR,
Buenas condiciones,La portada es diferente a la que se promociona. El libro está en buenas condiciones.,5,29/07/2022 02:48,Inspire Physics,Books,OR,https://m.media-amazon.com/images/I/71Zb437RHfL._SL1600_.jpg
Wonderful Book,Loved this book.,5,02/04/2022 19:00,300 Years of San Antonio and Bexar County,Books,OR,
Why does there always gotta be a headline?,"This is what extreme horror should be - well written with a decent story and incredibly haunting. This book actually creeped me out. Like all the extreme horror I've encountered though, there is brutality here that should be considered if someone were interested in reading this book. R*pe, murder, and straight up gore and horror. It's not for everyone, but the story is well worth the time to read if you think you can handle it.",4,06/11/2022 23:23,Gone to See the River Man,Books,OR,
Splendidly written,"James Kirchick wrote an extremely readable history of gay Washington, DC.  I’ve lived in the DC area for 47 years, and knew only about one-tenth of the stories he told.  It’s a must read for anyone interested in the hidden history of our nation’s capital, especially for gay folk.",5,17/12/2022 21:23,Secret City: The Hidden History of Gay Washington,Books,OR,
good book,as expected,5,30/05/2022 06:37,The Missing Sister,Books,OR,
"Fabulous final segment ( so far, at least)!","This book was an awesome conclusion to the Livia Lone series.. That reminds me why I read crime thrillers.  Eisler sure knows how to write them, keeping you in suspense every step of the way! I hope and imagine that there will be many more Livia capers to come!  Thanks for sharing  your awesome talent, Barry!",5,16/05/2022 16:45,All the Devils (A Livia Lone Novel Book 3),Books,OR,
Great potty training book,We were recommended Everyone Poops to help our little book lover learn to potty and it really only focuses on animals pooping and one little boy. This book however is exactly perfect for potty training and goes through the actual steps of going to the potty. She loves it!,5,10/03/2023 19:02,Time to Pee! Board Book,Books,OR,
Should have this book,Excellent book highly recommended. The bock is well arranged. Summarize all knowledge that you need to pass the ground school exams. All levels. The presentation of the information is perfect. Questions are listed as mcq. The answers are shown. The right answer is explained ( why it is ✅) as well as the wrong answers are explained as well. ( why they are ❎). I bought this book for my son. He got 100% in his ground school exam. I highly recommend for every pilot student to make sure that he should have this book.,5,25/02/2023 03:24,Gleim Private Pilot FAA Knowledge Test 2020,Books,OR,
Easy to read,This is a great book about how one thing leads to another.,5,27/11/2022 12:46,If You Give a Mouse a Cookie,Books,OR,
Lo que no pudo ser El código Da Vinci,Una de las mejores novelas que he leído. Es imposible resumirla. Solo tomen el libro y entren en esa mente fantástica y creativa de Ecco. Uno de los grandes escritores.,5,11/01/2023 16:52,El péndulo de Foucault (Spanish Edition),Books,OR,
Good Enough to Re-read,"When Phoebe Walsh moves to Florida for the summer to prepare her late father’s house for sale, she also plans to finish her dissertation. She’s turned her lifelong obsession with true crime into a research topic, analyzing the genre for her thesis. With murders, cons, and others crimes always on her mind, she can be forgiven for being less than trusting or thinking Sam, her next door neighbor who keeps strange hours and has a soundproof garage might just be a serial killer. Actually doing any writing may be a challenge as Phoebe stays busy wrangling her always positive but not always responsible little brother, Connor, reconnecting with her childhood best friend, dealing with her complicated feelings about her father with whom she hadn’t spoken in years, and evaluating Sam’s threat level. Returning to her hometown, though, gives Phoebe a new perspective on her future, her relationships, and the things that truly scare her. I found this book delightful and laughed out loud several times. Phoebe was very relatable to me with her preference for messy buns and leggings. Because I have a PhD, I also empathized with Phoebe’s issues with her advisor and struggling to convey her thoughts on paper. As much as I liked Phoebe, I got so frustrated with her, but I appreciated her character arc. Sam, Connor, and Allison were all great characters, too! Though I love true crime, I don’t love it as much as Phoebe! She does see the world through a suspecting lens and often discusses cases, many familiar to me. Readers should no that no murders are committed during the book. Alicia Thompson provides content warnings at the beginning of the book, and I’d encourage readers to preview those. I enjoyed this so much, I can even imagine rereading it soon. I’d definitely recommend to romance fans.",4,05/09/2022 02:21,Love in the Time of Serial Killers,Books,OR,https://m.media-amazon.com/images/I/71AqeskGKJL._SL1600_.jpg
Too much filler,"80% could have been taken out it would have been easier to read. If there are any other books, I won't be reading them.",1,31/12/2022 12:49,Midsummer Murder,Books,OR,
Overpriced for content,"Not impressed, lacked much detail, basic exercise book. Very expensive for what it is.",2,15/11/2022 04:24,Myofascial Stretching: A Guide to Self-Treatment,Books,OR,
"Adorable, sweet book",Sweet children's book that highlights the lessons we can learn from those that see the world differently than us through the eyes of a small child and a rescue dog. Recommend!,5,19/09/2022 22:33,Slow Dog,Books,OR,
Enchanting Watercolors,Matthew Rice always does a great job of explaining British architecture and materials. I just discovered a new stash of his books and ordered all of them.,5,18/06/2022 23:01,Oxford,Books,OR,
Rental books,"Great! New book expensive, but rental prices cheap. I had a stroke. I have aphasia. I can't talk, read, and write a little ;)",5,08/03/2023 18:35,Wordsmith: A Guide to Paragraphs & Short Essays,Books,OR,
"Some wiring diagrams, but not all.",But a real shop manual if you need serious wiring or try AllData,3,19/10/2022 12:15,Ford full-size E-150-E-350 petrol vans (92-14) Haynes Manual USA (Paperback),Books,OR,
Large book,My grandson loves Blippy so will enjoy these stories. However keep in mind that a 5 minute story is long for an active two year old.,5,29/12/2022 21:08,Blippi: 5-Minute Stories,Books,OR,
"Wide range of quotes, by author/speaker, but organized poorly","I bought this to replace another quote book that I'd given away when we were moving (and regretted). Big mistakes... both letting go of the other book (that's impossible to find, now) and buying this one. Oh, this is a massive collection of quotes, alphabetized by name... that is, the name of the person who wrote or said whatever-it-is, not by the topic. And, for my purposes, I'm looking for quotes related to specific themes and subjects. I'm also looking for quotes more obscure than those available at quotation websites, online. For my research, the topical index at the back of the book is almost nightmarish. The references aren't complete enough to be sure it's the kind of quote I'm looking for, and the pages I then have to flip through... yikes! This book was massively disappointing within just a few minutes of flipping through it, but - since it looked so impressive - I kept trying to use it. 20 quotes later - none of which I could use for my work - I'm probably donating this book to the local thrift shop. And then I'm going to an actual bookstore to find the kind of quotes book I'll use and love.",3,02/11/2022 09:25,Oxford Dictionary of Quotations,Books,OR,
